Gene_Id	Homologs
LMON_RS09520	Listeria monocytogenes EGD-e;lmo1823;NP_465348.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS09220;WP_009930505.1;1.0;;
LMON_RS08485	Listeria monocytogenes EGD-e;lmo1642;NP_465167.1;0.98501873;;Listeria monocytogenes 10403S;LMRG_RS08185;WP_014600881.1;1.0;;
LMON_RS03590	Listeria monocytogenes EGD-e;lmo0715;NP_464242.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS03590;WP_003733172.1;1.0;;
LMON_RS04900	Listeria monocytogenes EGD-e;lmo0973;NP_464498.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS04900;WP_003732428.1;1.0;;
LMON_RS14435	Listeria monocytogenes EGD-e;lmo2828;NP_466350.1;0.982906;;Listeria monocytogenes 10403S;LMRG_RS14390;WP_014601243.1;1.0;;
LMON_RS03795	Listeria monocytogenes EGD-e;lmo0756;NP_464283.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS03795;WP_010989559.1;1.0;;
LMON_RS10150	Listeria monocytogenes EGD-e;lmo1949;NP_465473.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS09850;WP_003723596.1;1.0;;
LMON_RS11370	Listeria monocytogenes EGD-e;lmo2182;NP_465706.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS11070;WP_014601044.1;0.996139;;
LMON_RS02485	Listeria monocytogenes EGD-e;lmo0497;NP_464025.1;0.99800795;;Listeria monocytogenes 10403S;LMRG_RS02485;WP_014600543.1;1.0;;
LMON_RS09175	Listeria monocytogenes EGD-e;lmo1757;NP_465282.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS08875;WP_003722234.1;1.0;;
LMON_RS05780	Listeria monocytogenes EGD-e;lmo1166;NP_464691.1;0.99731183;;Listeria monocytogenes 10403S;LMRG_RS05780;WP_003732744.1;1.0;;
LMON_RS06770	Listeria monocytogenes EGD-e;lmo1300;NP_464825.1;0.9976798;;Listeria monocytogenes 10403S;LMRG_RS06465;WP_014600796.1;1.0;;
LMON_RS10420	Listeria monocytogenes EGD-e;lmo2003;NP_465527.1;0.99141634;;Listeria monocytogenes 10403S;LMRG_RS10120;WP_014930996.1;1.0;;
LMON_RS04985	Listeria monocytogenes EGD-e;lmo0989;NP_464514.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS04985;WP_009913969.1;1.0;;
LMON_RS11765	Listeria monocytogenes EGD-e;lmo2261;NP_465785.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS11465;WP_003720638.1;1.0;;
LMON_RS12550	Listeria monocytogenes EGD-e;lmo2463;NP_465986.1;0.99731183;;Listeria monocytogenes 10403S;LMRG_RS12500;WP_014601132.1;1.0;;
LMON_RS00885	Listeria monocytogenes EGD-e;lmo0184;NP_463715.1;0.99638337;;Listeria monocytogenes 10403S;LMRG_RS00885;WP_003733141.1;1.0;;
LMON_RS06620	Listeria monocytogenes EGD-e;lmo1270;NP_464795.1;0.994709;;Listeria monocytogenes 10403S;LMRG_RS06315;WP_009924619.1;1.0;;
LMON_RS02470	Listeria monocytogenes EGD-e;lmo0494;NP_464022.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS02470;WP_003721280.1;1.0;;
LMON_RS04080	Listeria monocytogenes EGD-e;lmo0813;NP_464340.1;0.99655175;;Listeria monocytogenes 10403S;LMRG_RS04080;WP_014600641.1;1.0;;
LMON_RS08820	Listeria monocytogenes EGD-e;lmo1685;NP_465210.1;0.9930556;;Listeria monocytogenes 10403S;LMRG_RS08520;WP_014600904.1;1.0;;
LMON_RS02925	Listeria monocytogenes EGD-e;lmo0585;NP_464113.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS02925;WP_003732646.1;1.0;;
LMON_RS08605	Listeria monocytogenes EGD-e;lmo1666;NP_465191.1;0.99298656;;Listeria monocytogenes 10403S;LMRG_RS08305;WP_014600894.1;1.0;;
LMON_RS06245	
LMON_RS03920	Listeria monocytogenes EGD-e;lmo0781;NP_464308.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS03920;WP_003721898.1;1.0;;
LMON_RS11875	Listeria monocytogenes EGD-e;lmo2346;NP_465869.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS11825;WP_003722585.1;1.0;;
LMON_RS14325	Listeria monocytogenes EGD-e;lmo2804;NP_466326.1;0.9461358;;Listeria monocytogenes 10403S;LMRG_RS14280;WP_014601230.1;1.0;;
LMON_RS10095	Listeria monocytogenes EGD-e;lmo1938;NP_465462.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS09795;WP_003732036.1;1.0;;
LMON_RS04230	Listeria monocytogenes EGD-e;lmo0845;NP_464371.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS04230;WP_009930625.1;1.0;;
LMON_RS07500	Listeria monocytogenes EGD-e;lmo1446;NP_464971.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS07195;WP_009933330.1;1.0;;
LMON_RS06010	Listeria monocytogenes EGD-e;lmo1212;NP_464737.1;0.97727275;;Listeria monocytogenes 10403S;LMRG_RS06010;WP_003721610.1;1.0;;
LMON_RS13235	Listeria monocytogenes EGD-e;lmo2591;NP_466114.1;0.98031497;;Listeria monocytogenes 10403S;LMRG_RS13185;WP_014601167.1;1.0;;
LMON_RS09585	Listeria monocytogenes EGD-e;lmo1836;NP_465361.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS09285;WP_003723080.1;1.0;;
LMON_RS03615	Listeria monocytogenes EGD-e;lmo0720;NP_464247.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS03615;WP_003721841.1;1.0;;
LMON_RS07035	Listeria monocytogenes EGD-e;lmo1353;NP_464878.1;0.99065423;;Listeria monocytogenes 10403S;LMRG_RS06730;WP_014600806.1;1.0;;
LMON_RS14105	Listeria monocytogenes EGD-e;lmo2758;NP_466280.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS14055;WP_003722118.1;1.0;;
LMON_RS03750	Listeria monocytogenes EGD-e;lmo0747;NP_464274.1;0.99115044;;Listeria monocytogenes 10403S;LMRG_RS03750;WP_003732909.1;1.0;;
LMON_RS08240	Listeria monocytogenes EGD-e;lmo1594;NP_465119.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS07935;WP_010989755.1;1.0;;
LMON_RS09990	Listeria monocytogenes EGD-e;lmo1917;NP_465441.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS09690;WP_003723027.1;1.0;;
LMON_RS13950	Listeria monocytogenes EGD-e;lmo2727;NP_466249.1;0.99658704;;Listeria monocytogenes 10403S;LMRG_RS13900;WP_014589148.1;1.0;;
LMON_RS01235	Listeria monocytogenes EGD-e;lmo0238;NP_463769.1;0.99019605;;Listeria monocytogenes 10403S;LMRG_RS01235;WP_012951129.1;1.0;;
LMON_RS11480	Listeria monocytogenes EGD-e;lmo2204;NP_465728.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS11180;WP_003763532.1;1.0;;
LMON_RS01535	Listeria monocytogenes 10403S;LMRG_RS01535;WP_014600445.1;1.0;;
LMON_RS02655	Listeria monocytogenes EGD-e;lmo0531;NP_464059.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS02655;WP_014600559.1;0.99647886;;
LMON_RS09315	Listeria monocytogenes EGD-e;lmo1782;NP_465307.1;0.9920319;;Listeria monocytogenes 10403S;LMRG_RS09015;WP_003723988.1;1.0;;
LMON_RS11270	Listeria monocytogenes EGD-e;lmo2162;NP_465686.1;0.99593496;;Listeria monocytogenes 10403S;LMRG_RS10970;WP_014601034.1;1.0;;
LMON_RS04590	Listeria monocytogenes EGD-e;lmo0911;NP_464437.1;0.994012;;Listeria monocytogenes 10403S;LMRG_RS04590;WP_014600676.1;1.0;;
LMON_RS09445	Listeria monocytogenes EGD-e;lmo1808;NP_465333.1;0.9744409;;Listeria monocytogenes 10403S;LMRG_RS09145;WP_014600939.1;1.0;;
LMON_RS00665	Listeria monocytogenes EGD-e;lmo0135;NP_463668.1;0.9980916;;Listeria monocytogenes 10403S;LMRG_RS00665;WP_003732232.1;1.0;;
LMON_RS02935	Listeria monocytogenes EGD-e;lmo0587;NP_464115.1;0.9866017;;Listeria monocytogenes 10403S;LMRG_RS02935;WP_014600578.1;1.0;;
LMON_RS05225	Listeria monocytogenes EGD-e;lmo1037;NP_464562.1;0.9737828;;Listeria monocytogenes 10403S;LMRG_RS05225;WP_014600708.1;1.0;;
LMON_RS00160	Listeria monocytogenes EGD-e;lmo0032;NP_463565.1;0.98753893;;Listeria monocytogenes 10403S;LMRG_RS00160;WP_014600347.1;1.0;;
LMON_RS08360	Listeria monocytogenes EGD-e;lmo1617;NP_465142.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS08055;WP_009926611.1;1.0;;
LMON_RS04295	Listeria monocytogenes EGD-e;lmo0858;NP_464384.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS04295;WP_003721423.1;1.0;;
LMON_RS12805	Listeria monocytogenes EGD-e;lmo2513;NP_466036.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS12755;WP_009924458.1;1.0;;
LMON_RS13045	Listeria monocytogenes EGD-e;lmo2561;NP_466084.1;0.9856115;;Listeria monocytogenes 10403S;LMRG_RS12995;WP_014601154.1;1.0;;
LMON_RS02745	Listeria monocytogenes EGD-e;lmo0549;NP_464077.1;0.99405646;;Listeria monocytogenes 10403S;LMRG_RS02745;WP_014600565.1;1.0;;
LMON_RS03265	Listeria monocytogenes EGD-e;lmo0650;NP_464177.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS03265;WP_010989537.1;1.0;;
LMON_RS13730	Listeria monocytogenes EGD-e;lmo2684;NP_466206.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS13680;WP_003733065.1;1.0;;
LMON_RS14775	Listeria monocytogenes 10403S;LMRG_RS14730;WP_003732766.1;1.0;;
LMON_RS06045	Listeria monocytogenes EGD-e;lmo1219;NP_464744.1;0.9747899;;Listeria monocytogenes 10403S;LMRG_RS06045;WP_014600774.1;1.0;;
LMON_RS04530	Listeria monocytogenes EGD-e;lmo0901;NP_464427.1;0.99766356;;Listeria monocytogenes 10403S;LMRG_RS04530;WP_012951401.1;1.0;;
LMON_RS11560	Listeria monocytogenes EGD-e;lmo2220;NP_465744.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS11260;WP_009924694.1;1.0;;
LMON_RS09925	Listeria monocytogenes EGD-e;lmo1904;NP_465428.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS09625;WP_003723014.1;1.0;;
LMON_RS03210	Listeria monocytogenes EGD-e;lmo0639;NP_464166.1;0.97740114;;Listeria monocytogenes 10403S;LMRG_RS03210;WP_012951338.1;1.0;;
LMON_RS03255	Listeria monocytogenes EGD-e;lmo0648;NP_464175.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS03255;WP_003721765.1;1.0;;
LMON_RS14910	Listeria monocytogenes 10403S;LMRG_RS14865;WP_077316032.1;1.0;;
LMON_RS07310	Listeria monocytogenes EGD-e;lmo1408;NP_464933.1;0.9943182;;Listeria monocytogenes 10403S;LMRG_RS07005;WP_014600819.1;1.0;;
LMON_RS01715	Listeria monocytogenes EGD-e;lmo0332;NP_463862.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS01715;WP_010989426.1;1.0;;
LMON_RS10895	Listeria monocytogenes EGD-e;lmo2097;NP_465621.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS10595;WP_014601014.1;0.989011;;
LMON_RS00985	Listeria monocytogenes EGD-e;lmo0204;NP_463735.1;0.9577465;;Listeria monocytogenes 10403S;LMRG_RS00985;WP_014600410.1;1.0;;
LMON_RS04365	Listeria monocytogenes EGD-e;lmo0872;NP_464398.1;0.9896907;;Listeria monocytogenes 10403S;LMRG_RS04365;WP_014600663.1;1.0;;
LMON_RS08245	Listeria monocytogenes EGD-e;lmo1595;NP_465120.1;0.99382716;;Listeria monocytogenes 10403S;LMRG_RS07940;WP_014600872.1;1.0;;
LMON_RS10805	Listeria monocytogenes EGD-e;lmo2080;NP_465604.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS10505;WP_010989888.1;1.0;;
LMON_RS00220	Listeria monocytogenes EGD-e;lmo0044;NP_463577.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS00220;WP_003721667.1;1.0;;
LMON_RS11785	Listeria monocytogenes EGD-e;lmo2265;NP_465789.1;0.9916667;;Listeria monocytogenes 10403S;LMRG_RS11485;WP_003726823.1;1.0;;
LMON_RS04185	Listeria monocytogenes EGD-e;lmo0836;NP_464363.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS04185;WP_003721401.1;1.0;;
LMON_RS13150	Listeria monocytogenes EGD-e;lmo2581;NP_466104.1;0.99723756;;Listeria monocytogenes 10403S;LMRG_RS13100;WP_003733261.1;1.0;;
LMON_RS00080	Listeria monocytogenes EGD-e;lmo0016;NP_463549.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS00080;WP_003721632.1;1.0;;
LMON_RS11690	Listeria monocytogenes EGD-e;lmo2246;NP_465770.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS11390;WP_003723378.1;1.0;;
LMON_RS13680	Listeria monocytogenes EGD-e;lmo2675;NP_466197.1;0.9292035;;Listeria monocytogenes 10403S;LMRG_RS13630;WP_014601189.1;1.0;;
LMON_RS09110	Listeria monocytogenes EGD-e;lmo1744;NP_465269.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS08810;WP_003722221.1;1.0;;
LMON_RS07370	Listeria monocytogenes EGD-e;lmo1420;NP_464945.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS07065;WP_010990117.1;1.0;;
LMON_RS09060	Listeria monocytogenes EGD-e;lmo1734;NP_465259.1;0.99150324;;Listeria monocytogenes 10403S;LMRG_RS08760;WP_014600917.1;0.9993464;;
LMON_RS10065	Listeria monocytogenes EGD-e;lmo1932;NP_465456.1;0.99607843;;Listeria monocytogenes 10403S;LMRG_RS09765;WP_014600970.1;1.0;;
LMON_RS14270	Listeria monocytogenes EGD-e;lmo2794;NP_466316.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS14225;WP_010990072.1;1.0;;
LMON_RS06335	
LMON_RS06310	
